emp_no,first_name,last_name,birthdate,gender,hire_date,dept_no,dept_name
438267,Malu,Sichman,1955-05-07,M,1988-03-06,d002,Finance
438268,Hyuckchul,Mansanne,1955-04-28,F,1988-08-15,d008,Research
438269,Percy,Castellani,1953-09-21,M,1986-04-08,d005,Development
438288,Kshitij,Riesenhuber,1953-09-25,F,1985-09-18,d004,Production
438289,Kiyokazu,Collavizza,1954-11-12,F,1988-03-01,d007,Sales
438296,Sajjad,Gist,1953-06-29,F,1986-08-13,d001,Marketing
438298,Elrique,Asrin,1955-04-29,M,1985-08-09,d005,Development
438304,Jeane,Gilg,1953-09-18,M,1986-12-17,d009,Customer Service
438312,Menkae,Trachtenberg,1955-09-02,M,1986-03-24,d005,Development
438318,Saeed,Munawer,1955-12-21,M,1985-03-08,d009,Customer Service
438330,Dinkar,Naumovich,1952-11-18,F,1988-11-12,d004,Production
438340,Remco,Asser,1953-05-15,M,1987-09-18,d004,Production
438366,Yechezkel,Gubsky,1955-07-27,F,1985-11-07,d005,Development
438385,Kazuhisa,Zhiwei,1953-10-31,M,1985-04-27,d008,Research
438390,Shridhar,Leppanen,1952-06-28,F,1986-06-20,d004,Production
438393,Nahid,Pero,1954-11-11,M,1985-03-28,d006,Quality Management
438397,Masanao,Schaap,1955-07-05,M,1985-05-06,d003,Human Resources
438404,Fumitake,Auria,1952-10-13,M,1988-09-18,d009,Customer Service
438408,Sadegh,Genther,1955-06-24,F,1988-03-07,d001,Marketing
438421,Danae,Pollacia,1955-10-09,F,1986-04-06,d007,Sales
438422,Sedat,Baby,1954-01-08,M,1987-03-13,d005,Development
438429,Jiang,Zockler,1955-03-04,M,1987-10-31,d005,Development
438440,Kankanahalli,Hanratty,1954-10-30,M,1987-12-18,d004,Production
438441,Kiyokazu,Mahmud,1952-07-16,M,1985-12-15,d005,Development
438454,Duro,Caine,1953-01-19,M,1987-04-12,d005,Development
438455,Sachar,Speel,1952-08-10,M,1988-07-19,d006,Quality Management
438463,Alois,Hambrick,1952-07-10,F,1985-04-06,d002,Finance
438472,Kamakshi,Felder,1953-07-08,M,1988-12-03,d004,Production
438483,Steve,Pettis,1952-03-05,F,1986-11-02,d003,Human Resources
438517,Matt,Uhrig,1952-07-11,F,1986-11-05,d004,Production
438519,Kyoichi,Fortenbacher,1953-02-26,M,1988-07-23,d004,Production
438521,Khalil,Manderick,1955-05-14,F,1988-09-25,d004,Production
438525,Theirry,Plessier,1952-08-11,F,1988-12-12,d003,Human Resources
438528,Bernt,Lowrie,1952-04-02,M,1985-04-13,d005,Development
438536,Jaideep,Snyers,1954-06-23,M,1986-10-07,d004,Production
438538,Sarita,Valtorta,1953-11-13,M,1987-02-06,d004,Production
438541,Shichao,Waeselynck,1952-04-28,M,1985-05-26,d009,Customer Service
438544,Faiza,Lukaszewicz,1953-01-10,M,1988-06-01,d004,Production
438551,Randy,Vingron,1954-07-30,M,1985-09-30,d007,Sales
438552,Perry,Kavvadias,1955-10-05,F,1987-03-17,d001,Marketing
438570,Chikako,Androutsos,1953-07-21,F,1985-02-16,d004,Production
438578,Xiaobin,Ruther,1953-07-10,M,1987-07-23,d005,Development
438583,Tiina,Hambrick,1953-03-07,M,1985-07-13,d006,Quality Management
438584,Sangeeta,Pero,1953-02-04,M,1985-05-28,d007,Sales
438610,Soenke,Dulin,1952-06-04,F,1985-09-25,d007,Sales
438616,Ramya,Ciolek,1954-12-19,M,1987-03-21,d008,Research
438619,Chiranjit,Sichman,1955-05-15,M,1986-03-10,d007,Sales
438626,Shaunak,Roohalamini,1954-01-05,M,1987-11-26,d007,Sales
438644,Lene,Selenyi,1954-07-28,M,1985-03-29,d002,Finance
438644,Lene,Selenyi,1954-07-28,M,1985-03-29,d003,Human Resources
438657,Baziley,Bernatsky,1952-07-26,F,1986-07-31,d005,Development
438662,Pramod,Busillo,1952-05-25,F,1986-07-22,d002,Finance
438662,Pramod,Busillo,1952-05-25,F,1986-07-22,d003,Human Resources
438672,Phuoc,Murillo,1952-07-21,F,1987-01-13,d005,Development
438676,Conal,Mikschl,1953-08-29,M,1985-03-15,d007,Sales
438704,Danai,Godskesen,1954-10-24,F,1986-10-18,d004,Production
438716,Marin,Schmiedel,1954-11-10,F,1987-05-07,d007,Sales
438718,Shin,Deville,1954-10-06,M,1985-03-26,d007,Sales
438726,Ewing,Serov,1952-10-21,M,1985-10-29,d002,Finance
438726,Ewing,Serov,1952-10-21,M,1985-10-29,d007,Sales
438737,Heping,Syrotiuk,1955-04-01,M,1985-07-23,d005,Development
438781,Kiyokazu,Thambidurai,1952-09-05,F,1986-09-15,d006,Quality Management
438787,Tomofumi,Wrigley,1952-06-29,M,1985-03-01,d005,Development
438792,Rasiah,Kawashimo,1952-03-05,M,1987-10-25,d005,Development
438799,Peer,Dengi,1953-07-08,M,1987-05-02,d002,Finance
438799,Peer,Dengi,1953-07-08,M,1987-05-02,d003,Human Resources
438805,Eirik,Lalonde,1952-08-02,F,1986-03-22,d005,Development
438808,Marsja,Serna,1953-01-16,F,1986-04-14,d005,Development
438835,Constantijn,Penz,1954-12-17,M,1985-03-19,d004,Production
438840,Moto,Honiden,1953-09-24,F,1987-08-23,d005,Development
438843,Luerbio,Lowrie,1953-04-28,M,1986-02-02,d004,Production
438848,Vishv,Marchesini,1954-05-16,F,1985-12-17,d005,Development
438862,Angus,Vrecion,1953-03-31,M,1985-07-27,d004,Production
438871,Lein,Pettit,1955-10-24,M,1985-11-26,d004,Production
438872,Miquel,Boudaillier,1955-06-20,M,1988-12-22,d004,Production
438876,Manton,Anguita,1954-09-07,F,1985-07-05,d005,Development
438883,Renee,Kisuki,1955-11-01,F,1986-07-29,d004,Production
438907,Manibrata,Ecklund,1953-07-23,M,1988-01-28,d005,Development
438909,Kish,Smailagic,1954-07-25,F,1987-04-28,d005,Development
438915,Marsha,Szilard,1954-01-19,F,1986-01-02,d002,Finance
438930,Luerbio,Murtagh,1953-03-16,M,1985-12-14,d005,Development
438931,Shigenori,Vandervoorde,1955-12-22,M,1987-12-11,d005,Development
438934,Mads,Thisen,1952-02-09,F,1987-06-25,d003,Human Resources
438936,Ekawit,Busillo,1954-09-03,M,1987-06-20,d003,Human Resources
438940,Mayumi,Shackell,1952-08-14,M,1986-05-24,d007,Sales
438944,Florian,Anick,1954-03-03,M,1988-11-10,d007,Sales
438947,Vasilis,Stranks,1953-04-30,M,1987-10-26,d008,Research
438999,Juichirou,Daescu,1953-02-15,F,1988-10-25,d002,Finance
439018,Gay,Scharstein,1953-10-29,M,1985-03-25,d001,Marketing
439018,Gay,Scharstein,1953-10-29,M,1985-03-25,d007,Sales
439027,Munir,Riexinger,1955-07-24,F,1985-03-03,d007,Sales
439036,Harngdar,Papsdorf,1953-12-16,M,1986-04-12,d005,Development
439059,Kwangho,Lovengreen,1954-12-21,F,1985-09-15,d008,Research
439062,Dhritiman,Streng,1953-03-16,M,1988-01-09,d002,Finance
439071,Kokou,Woycyznski,1953-04-10,F,1988-12-06,d009,Customer Service
439072,Snehasis,Kavanagh,1954-07-04,M,1986-01-18,d007,Sales
439097,Jouko,Birsak,1954-04-08,F,1987-07-14,d001,Marketing
439106,Guiseppe,Nivat,1953-05-09,M,1986-10-15,d007,Sales
439108,Huiqun,Kawashima,1955-04-06,F,1986-09-29,d005,Development
439115,Pohua,Backhouse,1952-12-21,M,1986-10-18,d005,Development
439125,Nahid,Luff,1953-10-07,F,1985-04-23,d009,Customer Service
439147,Ebbe,Chiola,1955-03-24,F,1987-02-05,d005,Development
439156,Kenroku,Bala,1954-06-14,M,1986-12-27,d004,Production
439156,Kenroku,Bala,1954-06-14,M,1986-12-27,d006,Quality Management
439168,Fatemeh,Penn,1953-10-11,F,1985-11-04,d007,Sales
439175,Tomoyuki,Sifakis,1953-12-16,M,1986-09-08,d001,Marketing
439175,Tomoyuki,Sifakis,1953-12-16,M,1986-09-08,d009,Customer Service
439179,Yurii,Lanteri,1954-07-08,M,1986-03-29,d007,Sales
439185,Rosalyn,Yurek,1952-07-26,F,1987-06-21,d007,Sales
439195,Goncalo,Selenyi,1953-03-16,M,1985-09-04,d004,Production
439197,Gritta,Henders,1955-03-17,F,1985-03-05,d008,Research
439204,Bluma,Ruther,1952-11-30,M,1986-06-11,d004,Production
439207,Martins,Stranks,1954-08-26,M,1987-06-17,d009,Customer Service
439216,Aimee,Mateescu,1954-05-24,M,1985-11-10,d005,Development
439246,Alper,Colorni,1954-02-13,M,1987-04-21,d004,Production
439252,Fabrizio,Karnin,1954-08-10,F,1985-07-08,d004,Production
439257,Khedija,Pluym,1952-10-21,M,1986-10-05,d007,Sales
439259,Surveyors,Cummings,1954-02-19,M,1987-05-30,d004,Production
439272,Aris,Nitta,1954-09-25,F,1986-01-15,d004,Production
439276,Mayuko,Chappelet,1954-08-17,F,1988-07-06,d005,Development
439283,Ziya,Zolotykh,1953-03-17,M,1987-09-11,d003,Human Resources
439289,Kazuyasu,Morris,1953-10-20,F,1988-11-05,d006,Quality Management
439292,Aruna,Hempstead,1955-04-04,M,1987-12-23,d008,Research
439296,Navin,Shimshoni,1953-04-18,F,1988-06-23,d004,Production
439309,Gila,Ligten,1955-08-08,M,1986-07-05,d004,Production
439310,Xiaoqiu,Marsiglia,1954-05-03,F,1987-11-09,d004,Production
439310,Xiaoqiu,Marsiglia,1954-05-03,F,1987-11-09,d006,Quality Management
439322,Jaihie,Waeselynck,1955-07-25,M,1988-04-27,d007,Sales
439328,Arie,Matzel,1954-11-14,F,1985-06-09,d004,Production
439328,Arie,Matzel,1954-11-14,F,1985-06-09,d006,Quality Management
439337,Alair,DiGiano,1953-03-28,M,1985-06-12,d007,Sales
439337,Alair,DiGiano,1953-03-28,M,1985-06-12,d009,Customer Service
439349,Yucai,Vingron,1952-03-04,F,1988-12-27,d009,Customer Service
439350,Kerhong,Koblitz,1954-02-22,M,1985-03-27,d005,Development
439357,Srinidhi,Mukaidono,1955-10-22,M,1986-08-25,d005,Development
439359,Avishai,Sundgren,1953-03-12,M,1986-12-19,d009,Customer Service
439364,Gill,Luiz,1953-06-11,M,1985-05-22,d004,Production
439364,Gill,Luiz,1953-06-11,M,1985-05-22,d005,Development
439371,Satoru,Pehl,1953-11-30,M,1986-07-29,d005,Development
439395,Chuanyi,Genther,1952-03-16,F,1987-10-21,d003,Human Resources
439404,Piyawadee,Picci,1953-12-13,F,1986-02-07,d004,Production
439412,Baruch,Peyn,1952-10-14,M,1985-10-13,d001,Marketing
439416,Naftaly,Matzen,1955-12-24,F,1986-10-17,d005,Development
439416,Naftaly,Matzen,1955-12-24,F,1986-10-17,d008,Research
439420,Xuedong,Dalton,1952-11-13,F,1985-02-24,d001,Marketing
439440,Uma,Wossner,1954-01-27,F,1985-03-22,d005,Development
439455,Xumin,Cronau,1952-12-28,M,1986-09-18,d006,Quality Management
439468,Hailing,Pauthner,1953-12-05,M,1986-02-22,d004,Production
439486,Armond,Heijenga,1955-12-16,M,1986-05-13,d004,Production
439495,Maris,Pettis,1953-12-17,F,1988-03-10,d005,Development
439501,Oscar,Falco,1953-10-08,M,1987-05-07,d001,Marketing
439501,Oscar,Falco,1953-10-08,M,1987-05-07,d007,Sales
439506,Tetsurou,Wursthorn,1955-02-26,M,1986-04-18,d009,Customer Service
439511,Suzette,Cummings,1953-05-30,M,1986-08-04,d004,Production
439518,Kenroku,Homond,1955-10-03,F,1988-01-16,d005,Development
439520,Along,Kambil,1954-03-06,F,1986-12-17,d004,Production
439520,Along,Kambil,1954-03-06,F,1986-12-17,d009,Customer Service
439533,Kerryn,Bage,1955-08-28,M,1985-09-04,d007,Sales
439541,Dines,Garnick,1953-10-13,F,1987-02-14,d005,Development
439544,Heping,Thiran,1953-06-25,M,1987-03-31,d003,Human Resources
439560,Peternela,Legleitner,1953-02-10,M,1986-06-05,d009,Customer Service
439567,Weiyi,Ernst,1955-02-16,M,1988-11-28,d004,Production
439567,Weiyi,Ernst,1955-02-16,M,1988-11-28,d006,Quality Management
439572,Christoph,Bakhtari,1954-02-22,F,1986-04-25,d003,Human Resources
439579,Stein,Hatcliff,1955-01-23,M,1987-07-06,d003,Human Resources
439595,Anestis,Itzfeldt,1952-07-16,M,1987-09-09,d005,Development
439604,Bernd,Nations,1955-02-14,M,1986-08-30,d007,Sales
439630,Ymte,Busillo,1953-11-18,M,1986-11-03,d007,Sales
439668,Goncalo,Chinin,1953-10-25,M,1988-04-07,d004,Production
439675,Yuuichi,Atchley,1955-09-13,M,1987-09-25,d007,Sales
439675,Yuuichi,Atchley,1955-09-13,M,1987-09-25,d009,Customer Service
439686,Maia,Zeleznik,1955-07-22,M,1988-04-26,d005,Development
439687,Alejandra,Schlumberger,1952-08-05,F,1988-06-11,d005,Development
439694,Eric,Aingworth,1954-08-06,F,1988-12-07,d003,Human Resources
439704,Youssef,Jording,1954-03-18,M,1985-05-16,d004,Production
439716,Zsolt,Chleq,1955-02-24,M,1988-10-27,d005,Development
439719,Uri,Schreiter,1954-07-17,F,1986-04-28,d005,Development
439721,Douadi,Rassart,1953-12-29,M,1986-03-26,d005,Development
439743,Janalee,Ernst,1954-11-29,F,1986-03-26,d004,Production
439750,Gilbert,Masaki,1954-01-14,M,1988-04-30,d004,Production
439757,Gunilla,Czap,1953-05-28,M,1986-02-23,d004,Production
439765,Ger,Templeman,1952-07-06,F,1987-06-07,d003,Human Resources
439789,Almudena,Liedekerke,1953-06-02,M,1988-10-17,d005,Development
439792,Chenyi,Molenaar,1955-01-20,M,1987-03-24,d009,Customer Service
439794,Eric,Koblick,1954-07-04,M,1988-10-14,d004,Production
439795,Sashi,Sullins,1955-12-01,M,1987-08-27,d004,Production
439823,Remko,Erdi,1954-08-04,F,1986-04-26,d005,Development
439830,Shem,Ramamoorthy,1952-06-27,M,1987-02-12,d005,Development
439832,Ebbe,Pleszkun,1953-12-05,F,1988-03-10,d008,Research
439835,Yucai,Papadias,1954-05-26,F,1986-10-12,d005,Development
439835,Yucai,Papadias,1954-05-26,F,1986-10-12,d008,Research
439837,Saniya,Matzel,1955-01-22,F,1987-10-16,d008,Research
439864,Izaskun,Spelt,1953-01-15,M,1986-06-13,d005,Development
439877,Wojceich,Emiris,1952-12-21,F,1988-11-18,d003,Human Resources
439885,Hongzhu,Schaaf,1952-09-17,F,1987-01-11,d004,Production
439885,Hongzhu,Schaaf,1952-09-17,F,1987-01-11,d006,Quality Management
439887,Fuqing,Dusink,1955-09-11,M,1988-05-03,d007,Sales
439889,Constantijn,Benaini,1952-10-18,F,1987-02-23,d005,Development
439896,Yahiko,Baaleh,1955-07-07,M,1988-09-20,d007,Sales
439927,Fumiyo,Manders,1952-08-06,F,1985-10-09,d004,Production
439948,Toshimitsu,Hatcliff,1955-11-01,M,1986-10-22,d001,Marketing
439948,Toshimitsu,Hatcliff,1955-11-01,M,1986-10-22,d007,Sales
439969,Ohad,Gini,1955-03-03,M,1986-06-09,d007,Sales
439998,Huei,Tzvieli,1954-11-30,M,1988-01-12,d004,Production
440010,King,Lamma,1954-06-30,F,1988-05-06,d005,Development
440026,Zorica,Kavanagh,1955-03-27,F,1985-05-22,d008,Research
440056,Moni,Stanfel,1954-09-15,M,1988-11-27,d004,Production
440072,Mingzeng,Schnelling,1955-03-03,F,1985-05-03,d005,Development
440074,Gritta,Ghemri,1954-03-29,M,1985-12-09,d008,Research
440076,Hailing,Schiettecatte,1954-01-01,M,1985-10-06,d004,Production
440083,Heeju,Szemeredi,1952-05-13,M,1985-03-28,d003,Human Resources
440086,Hideyuki,Dulli,1953-10-18,F,1987-05-27,d001,Marketing
440088,Serge,Denny,1955-02-26,M,1987-11-21,d007,Sales
440094,Bernice,Rabehasaina,1954-12-15,F,1988-11-23,d008,Research
440097,Alselm,Junot,1954-02-12,F,1985-06-11,d005,Development
440115,Atilio,Lalonde,1954-06-26,F,1987-10-25,d004,Production
440116,Shim,Seghrouchni,1952-04-24,F,1987-05-27,d006,Quality Management
440128,Nirmal,Constantine,1953-01-03,F,1986-10-16,d009,Customer Service
440136,Bowen,Jenevein,1955-02-05,M,1988-09-01,d001,Marketing
440136,Bowen,Jenevein,1955-02-05,M,1988-09-01,d007,Sales
440150,Luigi,Lorcy,1953-03-30,M,1986-01-10,d005,Development
440152,Kirk,Ertl,1952-12-14,M,1986-05-19,d002,Finance
440169,Munenori,Holburn,1952-02-12,M,1985-02-18,d007,Sales
440175,Babette,Demos,1953-09-19,M,1988-06-27,d005,Development
440180,Ashish,Jording,1953-09-13,M,1986-03-05,d004,Production
440189,Kiyomitsu,Falster,1953-07-06,M,1986-10-29,d005,Development
440200,Annemarie,Marrevee,1955-03-09,M,1985-09-28,d003,Human Resources
440205,Hideo,Hutter,1953-11-27,M,1988-04-13,d004,Production
440215,Keiichiro,Dredge,1953-03-11,M,1986-08-18,d004,Production
440218,Shigeo,Simmen,1954-06-13,M,1985-06-02,d007,Sales
440234,Venkatesan,Morrey,1955-05-16,F,1988-11-19,d004,Production
440236,Franziska,Caine,1955-07-29,M,1988-02-23,d005,Development
440247,Geoff,Ambroszkiewicz,1953-03-02,M,1988-04-26,d005,Development
440250,Valeri,Granlund,1952-12-30,F,1987-09-18,d004,Production
440255,Margareta,Schlenzig,1955-09-08,F,1988-02-15,d007,Sales
440259,Changho,Farris,1954-12-24,M,1987-08-21,d007,Sales
440259,Changho,Farris,1954-12-24,M,1987-08-21,d009,Customer Service
440264,Izaskun,Biran,1953-02-05,M,1987-08-10,d007,Sales
440275,Randi,Bernick,1952-07-23,M,1986-08-26,d009,Customer Service
440279,Gretta,Merlo,1954-04-17,M,1985-11-19,d002,Finance
440291,Masasuke,Fujisaki,1953-12-01,F,1988-11-29,d005,Development
440301,Sven,Lanzelotte,1955-04-27,M,1986-10-05,d005,Development
440305,Rosalie,Swab,1953-07-26,M,1987-11-18,d002,Finance
440307,Hailing,Tetzlaff,1952-08-31,M,1988-05-18,d005,Development
440314,Shin,Merlo,1952-07-17,M,1986-03-11,d004,Production
440314,Shin,Merlo,1952-07-17,M,1986-03-11,d005,Development
440319,Qunsheng,Brookman,1953-12-15,F,1988-08-29,d004,Production
440323,Ravishankar,Radwan,1955-06-09,M,1985-11-30,d007,Sales
440338,Neelam,Radwan,1955-09-19,M,1985-07-28,d009,Customer Service
440352,Tianruo,Ghalwash,1954-10-25,M,1986-07-29,d007,Sales
440361,Shahaf,Skrikant,1955-10-14,M,1987-04-28,d008,Research
440364,Xinan,Preusig,1954-11-18,F,1987-07-16,d004,Production
440365,Zhaofang,Gien,1955-10-08,F,1985-11-24,d004,Production
440366,Babette,Armand,1953-10-23,M,1986-09-24,d007,Sales
440373,Xiaopeng,Constantine,1953-06-04,M,1985-09-28,d004,Production
440376,Chikako,Vanwelkenhuysen,1952-07-08,F,1987-01-27,d004,Production
440380,Ashish,Magliocco,1955-06-25,F,1985-03-16,d005,Development
440380,Ashish,Magliocco,1955-06-25,F,1985-03-16,d008,Research
440383,Bezalel,Denny,1955-05-19,F,1985-11-16,d005,Development
440389,Khalil,Grandbois,1953-08-25,M,1987-09-14,d004,Production
440389,Khalil,Grandbois,1953-08-25,M,1987-09-14,d009,Customer Service
440400,Vasiliy,Karlin,1955-10-20,M,1985-04-04,d007,Sales
440402,Seongbin,Zeleznik,1952-09-07,F,1986-08-18,d005,Development
440407,Jixiang,Arlazarov,1952-12-04,M,1985-03-16,d003,Human Resources
440414,Kolar,Meriste,1955-02-03,M,1988-01-30,d004,Production
440423,Fumino,Marquardt,1953-08-17,F,1986-07-02,d005,Development
440437,Tonia,Milicia,1954-09-17,F,1988-09-28,d004,Production
440437,Tonia,Milicia,1954-09-17,F,1988-09-28,d006,Quality Management
440453,Elvis,Grandbois,1954-04-29,M,1986-02-27,d004,Production
440456,Valter,Tchuente,1955-09-11,M,1985-09-24,d006,Quality Management
440461,Bader,Stenning,1952-10-18,M,1988-11-25,d009,Customer Service
440507,Ramalingam,Yamaashi,1955-05-06,M,1985-03-09,d006,Quality Management
440520,Berna,Sidje,1952-06-24,F,1988-04-02,d004,Production
440523,Sanjai,Kuszyk,1953-08-08,M,1985-07-25,d009,Customer Service
440528,Mohd,Mondadori,1955-04-18,F,1985-02-05,d004,Production
440539,Nahum,Pettis,1954-11-12,F,1985-11-16,d004,Production
440541,Subbu,Goodrum,1955-12-13,M,1985-11-26,d005,Development
440548,Szabolcs,Eastman,1955-05-16,M,1986-01-02,d005,Development
440549,Dietrich,Eldridge,1954-06-13,M,1986-04-17,d005,Development
440551,Unal,Frolund,1955-09-19,M,1987-01-03,d004,Production
440560,Junichi,Mayerwieser,1954-10-03,F,1986-02-24,d007,Sales
440582,Elliott,Kawashima,1954-05-30,M,1986-01-09,d009,Customer Service
440587,Lijia,Flasterstein,1953-01-20,M,1986-06-30,d005,Development
440590,Nadjib,Baez,1952-06-13,M,1985-03-25,d004,Production
440590,Nadjib,Baez,1952-06-13,M,1985-03-25,d009,Customer Service
440598,Dmitry,Kawashima,1953-06-04,M,1987-05-01,d005,Development
440608,Kiyokazu,Kragelund,1954-04-21,F,1988-03-14,d007,Sales
440614,Naftali,McConalogue,1953-12-22,F,1986-05-09,d004,Production
440640,Xiaoqiang,Vieri,1953-05-07,M,1987-01-20,d007,Sales
440649,Leaf,Legleitner,1953-02-09,M,1986-08-23,d004,Production
440652,Nahum,Garnier,1952-03-11,F,1988-12-05,d005,Development
440667,Martina,Rissanen,1952-08-03,M,1988-12-16,d004,Production
440668,Tokuyasu,Plotkin,1955-04-01,F,1988-04-28,d004,Production
440668,Tokuyasu,Plotkin,1955-04-01,F,1988-04-28,d006,Quality Management
440681,Phillip,Schusler,1954-01-10,M,1987-12-12,d009,Customer Service
440689,Subhash,Maierhofer,1954-04-06,F,1987-04-01,d006,Quality Management
440699,Lucian,Rettelbach,1953-10-10,M,1986-02-01,d009,Customer Service
440704,Shigehiro,Bernatsky,1954-06-29,M,1985-02-13,d004,Production
440704,Shigehiro,Bernatsky,1954-06-29,M,1985-02-13,d009,Customer Service
440707,Xiaocheng,Dalphin,1954-08-23,M,1986-03-05,d003,Human Resources
440714,Duro,Rosay,1954-09-17,M,1987-10-16,d005,Development
440746,Anneli,Ramsay,1955-12-15,M,1986-03-22,d004,Production
440763,Siddarth,Heystek,1954-11-06,M,1985-09-28,d007,Sales
440767,Adly,Narahari,1955-11-30,F,1988-03-15,d004,Production
440767,Adly,Narahari,1955-11-30,F,1988-03-15,d006,Quality Management
440783,Heon,Hiraishi,1955-03-16,M,1986-11-27,d009,Customer Service
440788,Zita,Mawatari,1953-01-21,M,1987-06-22,d005,Development
440789,Izaskun,Roohalamini,1954-05-15,F,1986-02-02,d008,Research
440794,Emdad,Dalphin,1953-01-04,M,1987-05-29,d005,Development
440795,Malu,Hemaspaandra,1954-04-13,F,1987-07-18,d005,Development
440804,Fumiko,Harllee,1954-01-19,M,1986-03-25,d007,Sales
440812,Yechiam,Baer,1955-05-18,M,1985-03-01,d005,Development
440812,Yechiam,Baer,1955-05-18,M,1985-03-01,d006,Quality Management
440814,Uzi,Taneja,1954-06-25,M,1987-10-20,d001,Marketing
440821,Guoxiang,Veevers,1954-09-21,M,1987-04-10,d004,Production
440833,Etsuo,Siochi,1954-07-26,M,1988-12-03,d005,Development
440850,Utz,Langford,1955-06-21,M,1987-10-17,d006,Quality Management
440872,Vishwani,Nourani,1953-10-29,M,1985-03-05,d005,Development
440873,Baruch,Marletta,1953-09-24,M,1986-09-24,d002,Finance
440882,Sverrir,Kushnir,1954-10-14,F,1986-11-07,d004,Production
440901,Qiwen,Pintelas,1952-05-05,M,1987-09-17,d004,Production
440902,Satyanarayana,Ermel,1952-11-02,F,1988-08-31,d004,Production
440904,Eran,Vickson,1955-12-04,M,1985-04-13,d007,Sales
440931,Yinghua,Dratva,1953-12-29,F,1986-01-07,d007,Sales
440956,Herbert,Wossner,1955-06-30,M,1988-09-28,d009,Customer Service
440960,Moty,Zirintsis,1955-08-10,M,1987-11-02,d005,Development
440979,Dante,Rosay,1955-02-10,F,1986-03-20,d005,Development
440989,Maia,Cincotta,1953-06-22,F,1987-09-26,d005,Development
440996,Xuejia,Rouquie,1955-09-15,M,1986-12-08,d004,Production
441008,Dines,Weiland,1955-07-20,M,1988-04-09,d004,Production
441028,Bernd,Krychniak,1954-09-14,M,1988-08-16,d005,Development
441029,Mooi,Schnabel,1955-01-17,F,1986-03-25,d009,Customer Service
441052,Martien,Menhardt,1953-06-06,M,1986-06-20,d008,Research
441059,Perla,Borstler,1952-03-15,M,1986-04-21,d005,Development
441061,Ramalingam,Klyachko,1955-11-30,M,1987-12-07,d007,Sales
441086,Jaideep,Anger,1953-09-13,M,1987-12-07,d004,Production
441091,Muneo,Ghelli,1955-09-13,M,1986-06-01,d004,Production
441092,Raimond,Peres,1953-04-16,M,1986-09-24,d005,Development
441100,Peternela,Litvinov,1954-04-11,F,1988-06-08,d004,Production
441100,Peternela,Litvinov,1954-04-11,F,1988-06-08,d006,Quality Management
441103,Hongzhu,Norsworthy,1953-04-03,M,1986-08-11,d005,Development
441104,Adit,Krzyzanowski,1954-03-09,M,1987-07-29,d004,Production
441105,Amabile,Picci,1952-07-16,M,1985-09-28,d007,Sales
441106,Hilari,Rohrbach,1954-12-15,F,1988-02-27,d004,Production
441117,Xiahua,Mondadori,1954-04-04,M,1987-02-21,d005,Development
441118,Shridhar,Juneja,1955-11-24,F,1988-06-19,d004,Production
441131,Mandell,Covnot,1955-04-13,M,1986-01-10,d004,Production
441132,Claude,Jansen,1953-07-15,M,1985-04-14,d005,Development
441134,Insup,Bennet,1955-10-02,F,1985-09-25,d002,Finance
441137,Sanjit,Rajala,1952-05-18,F,1988-10-15,d004,Production
441137,Sanjit,Rajala,1952-05-18,F,1988-10-15,d009,Customer Service
441144,Muneo,Bolsens,1954-06-13,M,1985-12-27,d005,Development
441154,Lansing,Syang,1955-06-29,M,1987-01-15,d004,Production
441157,Barna,Tiemann,1953-10-01,M,1986-07-09,d009,Customer Service
441163,Shunichi,Turnbull,1953-06-22,M,1986-02-18,d003,Human Resources
441179,Tommaso,Sgarro,1954-02-03,F,1988-01-17,d007,Sales
441182,Mayumi,Benantar,1952-04-28,M,1987-06-05,d005,Development
441188,Kwee,Zaumen,1954-12-19,F,1985-10-05,d005,Development
441190,Yuuichi,Dulay,1952-06-12,M,1987-10-03,d005,Development
441208,Nitsan,Murrill,1955-07-17,F,1988-08-28,d005,Development
441228,Kazuhiko,Winter,1954-04-21,F,1985-07-20,d007,Sales
441229,Nobuyoshi,Rosis,1955-03-26,M,1985-07-26,d001,Marketing
441240,Shounak,Nicolson,1953-08-04,M,1986-03-23,d005,Development
441263,Vivian,Coullard,1955-08-23,M,1987-03-18,d008,Research
441264,Chenye,Chinal,1955-03-25,M,1988-05-17,d004,Production
441264,Chenye,Chinal,1955-03-25,M,1988-05-17,d006,Quality Management
441267,Zita,Hebden,1952-02-05,M,1985-02-23,d003,Human Resources
441269,Arne,Hempstead,1955-05-18,F,1985-09-13,d009,Customer Service
441271,Mads,Esposito,1953-07-09,M,1988-08-20,d004,Production
441278,Chandrasekaran,Wallrath,1955-01-19,F,1987-07-25,d004,Production
441308,Sastry,Sankaranarayanan,1955-06-20,M,1987-06-18,d003,Human Resources
441309,Arco,Trystram,1954-02-28,F,1986-12-15,d004,Production
441332,Sverrir,Bruckman,1954-11-29,M,1986-02-07,d004,Production
441333,Horward,Randi,1955-08-16,M,1985-06-09,d005,Development
441343,Yuping,Jiang,1952-05-01,F,1986-12-31,d004,Production
441349,Oscar,Merlo,1953-02-24,F,1988-04-29,d007,Sales
441352,Christoper,Menyhert,1953-11-24,M,1988-09-22,d001,Marketing
441352,Christoper,Menyhert,1953-11-24,M,1988-09-22,d007,Sales
441364,Weidon,Kilgore,1955-10-14,F,1985-12-21,d008,Research
